Name,Date Published,Description,Rating,Rating Count,Content Rating,Genre(s),Keywords
G.I. Joe: The Rise of Cobra,2009-08-13,,5.7,211290,M/12,"Action,Adventure,Sci-Fi","snow adventure,gi joe,based on toy,based on cartoon,based on tv show"
Kaze no tani no Naushika,1984-05-12,Warrior and pacifist Princess Nausicaä desperately struggles to prevent two warring nations from destroying themselves and their dying planet.,8,172926,,"Animation,Adventure,Sci-Fi","post apocalypse,princess,giant insect,pollution,dying planet"
The Ninja Mission,1984-06-29,,4.1,733,R,"Action,Drama","winter,decapitation,slow motion,commando mission,commando unit"
Nothing Lasts Forever,2023-02-10,,6.9,305,,Documentary,"illusion,imagination,reality"
Non ci resta che piangere,1984-12-20,,7.6,6597,,"Comedy,Fantasy","toscana,middle age,time travel,buddy movie,christopher columbus"
Pehlivan,,,6.7,549,,"Drama,Sport",
A Private Function,1984-11-09,"In post-World War II Britain, food rationing continues, leading a married couple to become involved in the flourishing bacon black market.",6.5,3017,R,Comedy,"organist,car,british car,ford,ford motor vehicle"
Gojira,1984-12-26,"The Japanese government suppresses the horrifying news of Godzilla&apos;s resurrection as political tensions increase between the United States and Soviet Union, both of whom are willing to bomb Japan to stop the monster.",6.8,1667,M/6,"Horror,Sci-Fi,Thriller","godzilla,giant monster sci fi,biopunk,kaiju,godzilla character"
Quilombo,1984-11-14,,6.5,474,,Drama,"brazil,epic,slavery,based on novel"
The Road to Galena,2022-07-08,"Cole Baird has everything - a beautiful wife, successful career, large home, country club membership and expensive toys. Behind the facade, however, is a man trapped by his surroundings and falling ever behind in the pursuit of hi...",5.3,131,R,Drama,"maryland,washington d.c."
Roadhouse 66,1985-10-10,An ex-rock and roll star teams up with a naive young man to set things right in a small town where the local thugs rule unchallenged.,5.3,952,M/12,"Action,Comedy,Romance","car,sabotage,road racing"
Saaransh,1984-05-25,"An old couple lend a room on rent after recent death of the bread earner of the family, their only son. A budding actress starts living with them, who is in love with a local politician&apos;s only son. The movie shows what later ensues.",8.1,1972,Not Rated,Drama,"politician,park,cult film,murder,grief"
Ronja Rövardotter,1984-12-14,,7.3,11450,,"Adventure,Drama,Family","forest,bandit,castle,friendship,father daughter relationship"
Sharaabi,1984-05-18,,7.3,2992,,"Comedy,Drama,Romance","police officer,wealth,alcohol,comedic fight,bar fight"
Slavnosti snezenek,1984-01-01,"This movie is based on texts of Bohumil Hrabal, world-known Czech prosaic. It&apos;s a story (in a form of a mosaic of short episodes and pictures) about the sadness and happiness of inhabitants of Kersko (Kersko is a small woody area ...",7.6,1561,,"Comedy,Drama","central europe,literature on screen,european literature on screen,czech literature on screen,humoristic literature on screen"
Solomon Northup&apos;s Odyssey,1984-12-10,,7.3,274,Not Rated,"Comedy,Drama,Romance","slavery,kidnapping,based on book"
"Slunce, seno, jahody",1984-09-01,"The life of a small Czech village is suddenly in turmoil when a college student, Simon, arrives, who is introducing revolutionary innovations in dairy farming.",7,1470,,Comedy,"provincial life,neighbor,province,family relationships,mother daughter relationship"
Davitelj protiv davitelja,1984-06-18,"A mentally-disturbed flower seller starts killing young girls on the streets of Belgrade. While the frustrated police inspector is trying to stop him, an aspiring musician finds his life and work deeply intertwined with that of a ...",8.1,3955,,"Comedy,Crime,Horror","serial killer as protagonist,serial killer,three word title,orchestra,conductor"
Dong dong de jiàqi,,A coming-of-age story about a young brother and sister who spend a pivotal summer in the country with their grandparents.,7.6,1611,,Drama,"grandparents,children,part of trilogy,turtle,train"
C&apos;era una volta il West,1970-03-31,A mysterious stranger with a harmonica joins forces with a notorious desperado to protect a beautiful widow from a ruthless assassin working for the railroad.,8.5,335169,M/12,Western,"harmonica,former prostitute,arizona territory,yuma territorial prison,widow"
The Treasure of Swamp Castle,1985-04-11,"In the turmoilous 18th century, young poor Hungarian aristocrat Jonas helps Szaffi, a young pretty gypsy Romani girl and the illegitimate daughter of a Turkish pasha, get the treasure that&apos;s owed to her by the right of inheritance.",7.9,2061,,"Animation,Adventure,Comedy","romani people,aristocrat,18th century,pasha,treasure"
Rimsky-Korsakov: The Tale of Tsar Saltan,2017-11-03,,,,,Music,opera
Talk to Me,2023-07-27,"When a group of friends discover how to conjure spirits using an embalmed hand, they become hooked on the new thrill, until one of them goes too far and unleashes terrifying supernatural forces.",7.4,216,R,"Horror,Thriller","disembodied hand,supernatural vision,dead mother,conjuring spirits,soul"
Veneno para las hadas,1986-10-02,"A 10 year old girl convinces a lonely classmate that she is a witch, forcing the child to become her assistant. Though their games are initially rather naive, they gradually take a nasty and violent turn.",7.3,1960,,"Fantasy,Horror","knee socks,fairy tale,supernatural power,folk horror,year 1965"
Vigil,1989-08-18,"A lonely girl living on an isolated, mist-cloaked farm is confronted with the changes wrought by a stranger that arrives.",6.8,833,M/12,"Drama,Mystery","herd,sheep,loss of father,hawk,nature"
W no higeki,1984-12-15,,7.1,267,,Drama,"press conference,stabbed to death,dying during sex,coming of age,starlet"
Wo die grünen Ameisen träumen,,,7,2512,R,Drama,"australian aborigine,trial,legality,ant,nature"
A Wonderful Time of the Year,2022-12-01,,5.2,88,,"Comedy,Family",christmas
Huang tu di,1984-08-19,&apos;Yellow Earth&apos; focuses on the story of a communist soldier who is sent to the countryside to collect folk songs for the Communist Revolution. There he stays with a peasant family and learns that the happy songs he was sent to coll...,7.1,2459,TV-PG,"Drama,History,Music","communist,song,chinese army,marriage,folk song"
Jungle Jim,1951-03-10,,5.6,795,Passed,"Adventure,Family","mercenary,based on comic strip,drum,low budget,tribe"
The Story of Temple Drake,1934-05-25,,7.1,1678,Not Rated,Drama,"romantic rivalry,female sexual predator,house of prostitution,taming of the shrew,gossip"
Tarzan the Ape Man,1982-01-29,,3.4,5983,Approved,"Adventure,Drama","female full frontal nudity,female protagonist,breasts,female nudity,cannon"
Gao shan xia de hua huan,,"Follows a Red Army company from training through to combat in the Sino-Vietnamese War of 1979 and the aftermath of war, focusing on the anger created by corruption among the Party elite.",8.1,298,,"Drama,War",anger
Father of the Bride,2022-06-16,"A father&apos;s coming to grips with his daughter&apos;s upcoming wedding through the prism of multiple relationships within a big, sprawling Cuban-American clan.",5.9,11360,PG-13,"Comedy,Drama,Romance","love,daughter,cuban american,wedding,father"
Blonde or Brunette,1927-11-14,,6.8,15,,"Comedy,Romance",
The Cat&apos;s Pajamas,1929-07-01,"Sally, seamstress for a fashionable modiste, supports a crippled father and adores her kitten, Tommy. Though loved by Jack a taxi driver, she is infatuated with Don Cesare Gracco, an operatic sensation.",6,21,Passed,Comedy,taxi
Little Fauss and Big Halsy,1970-10-21,,5.9,1380,R,Drama,"hairy chest,bare chested male,homosexual subtext,1970s,pregnancy"
There&apos;s No Business Like Show Business,1955-12-19,,6.4,6420,Approved,"Comedy,Drama,Musical","younger version of character,year 1919,stage show,reference to jonah,year 1923"
Mame,1979-01-26,"Following the death of his father, an orphan is sent to live with his free-spirited aunt.",5.9,3260,PG,"Comedy,Musical","reference to rhett butler,southern plantation,roller skates,department store,roaring twenties"
Frankenstein,1995-01-27,"When the brilliant but unorthodox scientist Dr. Victor Frankenstein rejects the artificial man that he has created, the Creature escapes and later swears revenge.",6.3,56916,M/16,"Drama,Horror,Romance","frankenstein&apos;s monster,remake,elizabeth frankenstein character,doctor victor frankenstein character,head transplant"
Down to Earth,2001-02-16,"After dying before his time, an aspiring black comic gets a second shot at life - by being placed in the body of a wealthy white businessman.",5.4,24283,PG-13,"Comedy,Fantasy","remake,adulterous wife,psychotronic film,disguised as homeless person,body swap comedy"
Million Dollar Legs,1932-07-08,,6.9,1404,Passed,"Comedy,Sport","femme fatale,1932 olympics,farce,long distance race,decathlon"
The Thin Man,1935-04-09,,7.9,31078,TV-PG,"Comedy,Crime,Mystery","based on novel,husband wife relationship,christmas party,police detective,shot in the back"
Samson & Delilah,2009-05-07,"A glue-sniffing boy and his girlfriend escape the government-controlled no-hope Aboriginal community they live in and go to the city, Alice Springs, looking for a better life.",7,3638,Not Rated,"Drama,Romance","boredom,aboriginal art,australian aborigine,poverty,painting"
Marriage on the Rocks,1965-09-24,,5.7,1246,Approved,"Comedy,Romance","divorce,rye whiskey,champagne,bachelor pad,brandy"
Assault on a Queen,1966-06-15,,5.6,1186,Approved,"Adventure,Crime,Thriller","gold robbery,beer,underwater scene,queen mary the ocean liner,queen mary ship"
I Dream of Jeanie,1952-06-15,The life and career of famed American composer Stephen Foster.,5.9,229,Approved,"Biography,Comedy,Drama","stephen c. foster character,fiance fiancee relationship,composer,song in title,sarcasm"
Lady for a Night,1943-12-24,,6,583,M/6,Drama,"boat,women&apos;s suffrage,mardi gras,poisoning,fire"
Carry on Cabby,1964-06-04,A taxi company is threatened when an all-female firm sets itself up in business and starts to steal their customers.,6.4,2827,M/12,"Adventure,Comedy,Romance","taxi,taxi driver,carry on,marital problem,pregnancy"
Lady Godiva Rides Again,1951-10-25,An unsophisticated and impressionable young girl finds herself in trouble after winning a beauty pageant.,5.9,384,Approved,Comedy,girl
The Unholy Wife,1958-08-20,A gold-digger floozy marries a wealthy wine producer but she secretly takes a young lover with whom she conspires to murder her husband for his fortune.,5.6,550,Approved,"Crime,Drama,Film-Noir","cheating wife,jealous husband,song,singer,singing"
John Wick: Chapter 2,2017-02-23,,7.4,463097,M/16,"Action,Crime,Thriller","one man army,hitman,one against many,sequel,violence"
The Talk of the Town,1943-04-10,,7.5,8666,Approved,"Comedy,Drama,Romance","screwball comedy,gardener,lawyer,arson,schoolteacher"
Swanee River,1941-03-12,"More fictional than factual biography of Stephen Foster. Songwriter from Pittsburgh falls in love with the South, marries a Southern gal (Leeds), then is accused of sympathizing when the Civil War breaks out.",6.3,206,Approved,"Biography,Drama,Musical","blackface,stephen c. foster character,singer,singing,song"
The African Queen,1953-01-26,"In WWI East Africa, a gin-swilling Canadian riverboat captain is persuaded by a strait-laced English missionary to undertake a trip up a treacherous river and use his boat to attack a German gunship.",7.7,80705,PG,"Adventure,Drama,Romance","africa,leech,stuck in mud,missionary,death sentence"
Love Story,1971-09-16,A boy and a girl from different backgrounds fall in love regardless of their upbringing - and then tragedy strikes.,6.9,35512,PG,"Drama,Romance","love,famous line,baker,young love,atheist"
The Night Club Lady,1932-08-27,New York Police Commissioner Thatcher Colt must save a wealthy socialite from a rendezvous with death on New Year&apos;s Eve.,6.4,83,Passed,"Crime,Drama,Mystery","midnight death,nightclub hostess,tough dame,mother imposter,damsel in distress"
The Circus Queen Murder,1933-04-10,"Suave, lip-reading DA Thatcher Colt plans to get away from the big city for a while. So he and his secretary, Miss Kelly hop on a train for an Upstate NY town called Gilead. They expect a calm oasis, but when a small time circus r...",6,322,Passed,"Action,Crime,Drama","b movie,2nd film in thatcher colt series,damsel in distress,one ring circus,tank town circus"
Charade,1954-09-16,,6.4,291,,"Comedy,Drama,Mystery","1880s,19th century,austria,austria hungary,europe"
Jigoku,1960-07-30,"A group of sinners involved in interconnected tales of murder, revenge, deceit and adultery all meet at the Gates of Hell.",6.8,4239,Not Rated,"Crime,Drama,Horror","surrealism,psychotronic film,dismemberment,fiance fiancee relationship,extreme violence"
Mother Riley Meets the Vampire,,The mysterious figure known as the Vampire comes to England to complete experiments in his mad bid to gain control of the world. When the radar-controlled Robot which he had ordered shipped to him is delivered instead to Mother Ri...,3.9,928,Not Rated,"Comedy,Horror","robot,london england,psychotronic film,vampire,sliding panel"
The Misfits,2021-10-07,"After being recruited by a group of unconventional thieves, renowned criminal Richard Pace finds himself caught up in an elaborate gold heist that promises to have far-reaching implications on his life and the lives of countless o...",4.4,11208,M/12,"Action,Adventure,Comedy","fictional middle eastern country,criminal,heist,gold heist,con man"
The Damned,1963-05-19,,6.6,3709,Approved,"Drama,Fantasy,Horror","motorcycle gang,motorcycle,radioactivity,juvenile delinquent,experiment gone wrong"
Accident Man 2,2022-10-24,"The Accident Man, is back and this time he must beat the top assassins in the world, to protect the ungrateful son of a mafia boss, save the life of his only friend and rekindle his relationship with his maniacal father figure.",5.9,3316,R,"Action,Comedy,Crime","sequel,based on comic book"
Fire Over England,1937-04-03,,6.5,1899,Approved,"Adventure,History,Romance","queen elizabeth i,boat on fire,spanish history,european history,british history"
7 donne e un mistero,2021-12-25,7 women find themselves dealing with a mystery killing. Who&apos;s the killer and what are the motives of the murder?,5.4,4547,TV-MA,"Comedy,Crime,Mystery","number 7 in title,female,murder,family secrets,1930s"
Cash McCall,1960-01-27,James Garner put in a winning performance as a similarly unreconstructed capitalist in the grip of merger mania.,6.3,1497,Not Rated,"Drama,Romance","entrepreneur,business ethics,based on novel,character name as title,business"
Quatermass and the Pit,1968-07-12,"A mysterious artifact is unearthed in London, and famous scientist Bernard Quatermass is called in to divine its origins and explain its strange effects on people.",7,10774,Approved,"Horror,Mystery,Sci-Fi","lovecraftian,dream recorder,dream recording,psychotronic film,kaiju"
Man of the Moment,1936-02-24,"Mary, who is infatuated with her boss, discovers that he is having an affair with one of her coworkers. Despondent, she leaves work and overhearing news of a suicide, impulsively decides to drown herself in the river. She turns ou...",6.2,378,Approved,Comedy,"suicide,monte carlo,engagement,screwball comedy,london england"
Earthquake Bird,2019-11-08,,6,15168,R,"Crime,Drama,Mystery","female nudity,female frontal nudity,female rear nudity,male full frontal nudity,male nudity"
Shaft,2019-08-28,"JJ Shaft, a cyber security expert with a degree from MIT, enlists his family&apos;s help to uncover the truth behind his best friend&apos;s untimely death.",6.4,55606,R,"Action,Comedy,Crime","masculinity,sequel,fifth part,character name as title,shootout"
Syncopation,1929-03-24,This is RKO&apos;s first sound musical. It centers on a pair of vaudevillians who are quite close on and off the stage until a dashing millionaire comes around and begins wooing the female partner.,7,82,Passed,"Comedy,Drama,Music","pre code film,1920s,dance team,song,singer"
Nurse Marjorie,1920-04-04,,6.6,81,Approved,"Drama,Comedy","british aristocrat,labor leader,parliament,england,impersonation"
Varsity Show,1937-09-04,"A former student who is now a big Broadway show producer with three flops to his reputation, is invited back to direct the College&apos;s annual student stage show.",6.1,486,Approved,"Music,Musical,Romance","college fraternity,theater director,final exam,city mayor,policeman"
Godzilla,2014-05-15,"The world is beset by the appearance of monstrous creatures, but one of them may be the only one who can save humanity.",6.4,420796,M/12,"Action,Adventure,Sci-Fi","godzilla,radiation,atomic breath,halo parachute jump,kaiju"
Becket,1964-10-23,"King Henry II of England comes to terms with his affection for his close friend and confidant Thomas Becket, who finds his true honor by observing God&apos;s divine will rather than the King&apos;s.",7.8,15173,17,"Biography,Drama,History","12th century,religion,england,martyr,based on play"
Valdez Is Coming,1971-04-09,,6.7,4192,PG-13,Western,"arizona desert,arizona,arizona territory,holed up in shack,american indian"
The Young Philadelphians,1959-05-30,,7.4,3971,Approved,Drama,"tank top,man wears a tank top,newspaper headline,korean war veteran,lap dog"
Apache Rose,1947-02-15,Roy is an oil prospector. His efforts to get drilling rights on an old Spanish land grant are countered by gamblers from an off-shore gambling boat determined to control the land (and oil) themselves.,5.7,168,Passed,"Drama,Music,Western","boat,drilling rights,lie,singing cowboy,b western"
In Cold Blood,1967-12-15,,7.9,27535,(Banned),"Biography,Crime,Drama","true crime,pair of killers,gallows,based on true story,homicide"
Moby Dick,1956-10-03,"The sole survivor of a lost whaling ship relates the tale of his captain&apos;s self-destructive obsession to hunt the white whale, Moby Dick.",7.3,20703,M/12,"Adventure,Drama","revenge,based on novel,moby dick character,1800s,obsession"
Sweater Girls,1978-09-11,,4.1,126,R,Comedy,"teensploitation,female buttocks,male buttocks,virginity,female nudity"
Laughing Sinners,1933-03-23,Cabaret performer Ivy Stevens in an affair with a low-rent traveling salesman is dumped in a &apos;Dear Jane&apos; letter and finds solace in joining the Salvation Army.,5.6,770,Passed,"Drama,Romance","female sexual predator,manipulative female,possessive female,romantic rivalry,romantic relationship"
How Green Was My Valley,1942-11-28,"At the turn of the century in a Welsh mining village, the Morgans, he stern, she gentle, raise coal-mining sons and hope their youngest will find a better life.",7.7,25141,Passed,"Drama,Family","coal miner,coal,coal mining town,color in title,coal mine"
"Suddenly, Last Summer",1960-04-18,A surgeon is assigned the case of a young woman whose aunt wants her lobotomized to cover up a family secret.,7.5,16183,M/16,"Drama,Mystery,Thriller","lobotomy,dysfunctional family,asylum,mother son relationship,gay subtext"
The Fallen Idol,1949-10-10,"A butler working in a foreign embassy in London falls under suspicion when his wife accidentally falls to her death, the only witness being an impressionable young boy.",7.6,9175,Approved,"Drama,Film-Noir,Mystery","london england,boy,british noir,euro noir,witness"
I Wake Up Screaming,1942-04-27,Why is Inspector Ed Cornell trying to railroad Frankie Christopher for the murder of model Vicky Lynn?,7.2,5028,Passed,"Crime,Drama,Film-Noir","waitress,death of sister,new york city,frame up,murder"
Charlie Chan at the Olympics,1937-09-22,"When a strategically important new aerial guidance system is stolen, Charlie traces it to the Berlin Olympics, where he has to battle spies and enemy agents to retrieve it.",7,1763,Approved,Mystery,"chess,charlie chan character,five word title,hindenburg,1930s"
Nob Hill,1945-11-22,,6.3,315,Approved,"Drama,Music,Musical",place name in title
Les quatre cents coups,1961-03-23,,8.1,121262,Not Rated,"Crime,Drama","coming of age,skipping school,mother son relationship,juvenile delinquent,french new wave"
Fahrenheit 451,2018-05-20,,4.9,21240,TV-14,"Drama,Sci-Fi,Thriller","dystopia,book burning,flamethrower,emoji,based on novel"
Lawrence of Arabia,1963-11-28,"The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks.",8.3,299384,M/12,"Adventure,Biography,Drama","desert,arabia,ottoman empire,arab,bedouin"
The Four Feathers,,A &apos;coward&apos; resigns his commission and poses as an Arab to save his former comrades.,4.2,26,Not Rated,"Adventure,Drama,Romance","historical event,19th century,egypt,based on novel"
Sunday in New York,1964-04-21,"On a Sunday, Eileen Tyler, still a virgin, leaves Albany to visit her airline pilot brother in New York but a chance encounter with a man on a city bus threatens to derail her upcoming marriage to boyfriend Russ.",6.7,3167,Approved,"Comedy,Romance","masquerade,co pilot,airplane,airport,wrong flight"
The Admirable Crichton,1957-12-17,"In 1905, Lord Henry Loam and his family and servants are shipwrecked on a deserted island where the survival of the fittest renders the rigid class system irrelevant.",7.1,1774,Approved,"Adventure,Comedy,Romance","class differences,marriage engagement,beach,taming of the shrew,domineering mother"
The Phantom Creeps,1941-09-30,A military intelligence officer and a pretty reporter try to find a scientist whose inventions can destroy the world.,4.7,1050,Approved,"Action,Family,Horror","serial,meteorite,spy,laboratory,explosion"
Diamonds are Forever,2015-07-25,"James Bond is sent undercover by MI6 to New York to follow the illegal diamond pipeline. Masquerading as a courier he meets enticing, ice-cold, Tiffany Case.",8.7,12,,"Action,Adventure,Drama","spy,year 2015,2010s,2015,gang"
The Secret Partner,1961-07-26,"A wealthy London-based shipping magnate is blackmailed by an evil dentist which threatens to reveal an old case of fraud, while the dentist himself is threatened by a mysterious masked man.",6.6,763,,"Crime,Drama,Mystery","blackmail victim,dentist appointment,blackmailer,police detective,shipping company"
House of Strangers,1954-06-21,"After years in prison, Max promises revenge on his brothers for their betrayal. His lover Irene and memories of his past yield him a broader perspective.",7.3,3889,Approved,"Crime,Drama,Film-Noir","brother versus brother,man slaps a woman,prison,bank,hatred"
The Wolf Man,1923-12-16,The youngest son of a noble English family turns into a wolf man whenever he partakes in alcohol.,5.3,33,,Drama,"canada,london england,melodrama"
The Fastest Guitar Alive,1967-09-01,,4.3,460,Approved,"Comedy,Music,Western","american indian,native american,exploitation,psychotronic film,medicine show"
Rock Around the Clock,1956-10-22,"Orchestra manager Steve Hollis realizes that big-band music is dead. People want something new, but what? On their way to New York, Steve and his companion Corny, stop at a motel in a small place called Strawberry Springs. It&apos;s Sa...",6.1,1214,Not Rated,"Comedy,Music,Romance","rock &apos;n&apos; roll,rock band,rock music,teensploitation,psychotronic film"
Horror Island,1944-01-24,A down-on-his-luck businessman organizes an excursion to Sir Henry Morgan&apos;s Island for a treasure hunt only to encounter a mysterious phantom and murder.,6,884,Passed,"Comedy,Crime,Mystery","map,wooden leg,heebie jeebies as slang,reference to bluebeard,reference to shakespeare&apos;s hamlet"
Good News,1950-07-18,,6.8,2700,Approved,"Comedy,Music,Musical","ends with a kiss,female female relationship,male male relationship,romantic rivalry,big game"
The Pink Panther Strikes Again,1977-07-13,"After escaping from an insane asylum, the bonkers Charles Dreyfus sends 26 assassins on the trail of the forever bumbling Inspector Clouseau.",7.2,30677,M/12,"Comedy,Crime","kidnapped scientist,hitman,oval office,united nations building,falling into water"
Blue Vengeance,1989-05-15,"Considered too dangerous to be on the force, ex-cop Mickey McCardle is tormented by the brutal murder of his partner. When a serial killer begins to stalk the streets of New York, McCardle senses that the same man responsible for ...",5,223,Not Rated,"Action,Crime,Horror","hairy chested man,ptsd post traumatic stress disorder,death,revenge,murder"
The House of God,1984-03-24,,5.8,210,R,"Comedy,Drama","medical,medical scrubs,surgical scrubs,stethoscope,latex gloves"
Interface,2022-12-26,"After tragically losing their father, two sisters try to save their estranged mother by tracking down an Interface machine across the multiverse that will allow them to go into her mind and bring her back from a coma.",,,,Sci-Fi,interdimensional sci fi
Exterminator 2,1985-06-13,,4.5,2597,M/18,"Action,Crime,Drama","chase,foot chase,gunfight,shootout,gun battle"
Toy Soldiers,1984-05-12,"While on a vacation in Central America, some American teenagers are kidnapped by terrorists. A rescue mission is sent after them, but they manage to escape and join up with a mercenary fighting the terrorists.",4.9,638,R,"Action,Drama","central america,rescue operation,female topless nudity,teenager,death of priest"
Mao tou ying yu xiao fei xiang,1984-12-12,,5.8,173,,"Action,Comedy",criminal
Gwai gwat cheung,1998-11-19,,3.3,19,,"Comedy,Fantasy,Horror",
L&apos;année des méduses,1984-11-14,,5.6,1304,Not Rated,Drama,"jellyfish,nudity,seductive behavior,female rear nudity,teenage girl seduces a man"
Åke och hans värld,1984-10-26,"In 1929, the film follows the six-year old son of a Swedish country doctor. Åke lives with his parents and his sister Aja in a small provincial town. His best friend is Kalle Nubb. Åke is very frightened of the janitor Bergström a...",6.6,363,,Drama,"written and directed by cast member,based on novel"
Rocky IV,1986-01-31,"Rocky Balboa proudly holds the world heavyweight boxing championship, but a new challenger has stepped forward: Drago, a six-foot-four, 261-pound fighter who has the backing of the Soviet Union.",6.9,214379,M/12,"Drama,Sport","training montage,cold weather,fist,boxing movie,sweating"
The Jewel of the Nile,1986-03-21,"When Joan Wilder is abducted while on a trip along the Nile, her boyfriend, Jack Colton, and pal Ralph rush to rescue her and retrieve a fabled jewel.",6.1,59415,M/6,"Action,Adventure,Comedy","good versus evil,hero,heroine,evil man,zion national park"
Out of Africa,1986-02-28,,7.1,82604,M/12,"Biography,Drama,Romance","africa,tribal chief,kenya,coffee plantation,adventurer"
Spies Like Us,1986-03-21,,6.4,51099,M/6,"Adventure,Comedy","decoy,spy,nuclear war,race against time,doctor"
Close Encounters of the Third Kind,1978-03-17,,7.6,207201,M/12,"Drama,Sci-Fi","alien,mothership,close encounter of the third kind,single mother,vision"
Return to Oz,1985-12-20,"Dorothy, saved from a psychiatric experiment by a mysterious girl, is somehow called back to Oz when a vain witch and the Nome King destroy everything that makes the magical land beautiful.",6.7,28660,M/6,"Adventure,Family,Fantasy","oz,mechanical man,villain,villainess,dorothy gale character"
Real Genius,1986-05-02,"An uptight teenage prodigy enters a top engineering college, but feels awkward among the freewheeling students. When a professor aims to turn their laser project into a military weapon, he and his offbeat roommate plot to ruin the...",6.9,35816,M/12,"Comedy,Romance,Sci-Fi","nerd,secret door,high school,pool party,science fair"
Prizzi&apos;s Honor,1985-12-19,Two professional assassins fall in love.,6.7,25332,M/16,"Comedy,Crime,Drama","female assassin,death,betrayal,loss of wife,double cross"
Ferris Bueller&apos;s Day Off,1987-02-27,"A high school wise guy is determined to have a day off from school, despite what the Principal thinks of that.",7.8,366996,M/12,Comedy,"high school,anti hero,breaking the fourth wall,talking to the camera,truancy"
The Purple Rose of Cairo,1985-09-12,,7.7,52829,M/6,"Comedy,Fantasy,Romance","film within a film,1930s,movie theater,tragedy,film industry"
Defence of the Realm,1987-05-29,"After a newspaper reporter helps expose a Member of Parliament as a possible spy, he finds that there&apos;s much more to the story than that.",6.5,2378,M/12,Thriller,"member of parliament,political thriller,journalism,cover up,newspaper reporter"
The Trip to Bountiful,1987-10-22,,7.4,4934,M/6,Drama,"escape,1940s,on the road,based on tv movie,old woman"
Kiss of the Spider Woman,1986-02-28,A gay man and a political prisoner are together in a prison. The gay man narrates the stories of two fake movies and his own life.,7.3,16617,M/16,Drama,"prison,homosexual,film within a film,gay slur,gay kiss"
White Nights,1986-02-06,,6.6,7760,M/12,"Drama,Music","russia,ballet,kgb,soviet union,defector"
The Adventures of Mark Twain,1985-07-26,,7.2,3144,G,"Animation,Adventure,Family","claymation,pet frog,mark twain,murdered with a knife,character name as title"
Oberst Redl,1987-01-29,,7.4,3171,M/12,"Biography,Drama,History","based on real person,austro hungarian army,austria hungary,timeframe 1910s,austro hungarian compromise"
Adieu Bonaparte,1985-05-17,"A story during the French Occupation of Egypt (1797-1803), depicting the conflict between tradintion and modernization in the context of fighting the French invadors.",6.2,343,,"Drama,History,War","reference to muhammad,egypt,occupation,18th century,death of brother"
After Hours,1986-05-29,An ordinary word processor has the worst night of his life after he agrees to visit a girl in Soho he met that evening at a coffee shop.,7.6,72543,M/16,"Comedy,Crime,Drama","mistaken identity,black comedy,soho manhattan new york city,female nudity,paranoia"
Alamo Bay,1986-02-14,,6.1,1266,M/12,"Action,Drama,Romance","texas,fish factory,timeframe 1970s,timeframe 1980s,fishing industry"
American Flyer,2011-07-05,,6.4,102,,Adventure,
Bittere Ernte,,"In the winter of 1942-43, a Jewish family leaps from a train going through Silesia. They are separated in the woods, and Leon, a local peasant who&apos;s now a farmer of some wealth, discovers the woman, Rosa, and hides her in his cell...",7.2,830,R,"Drama,Romance,War","female nudity,female topless nudity,sex scene,panties pulled down,love"
The Assam Garden,,"An Englishwoman and her Indian neighbor bond while fixing up her Imperial-style garden. Meanwhile, present-day concerns and painful memories intrude.",6.7,187,,Drama,"title directed by female,redheaded woman,f rated,independent film"
Arjun,1985-04-20,Arjun Malvankar after his graduation thrives to get job. The corruption and injustice taking place in his community frustrates him to the extent of revolting with the help of some of his friends. This path of his gets him into ser...,7.2,1017,,"Action,Crime,Drama","unemployment,politician,character name in title,one word title,umbrella"
Astérix & Obélix contre César,1999-07-09,,5.9,43524,M/6,"Adventure,Comedy,Family","based on comic book,magical potion,roman emperor,village,gaul"
Bliss,2021-02-05,"A mind-bending love story following Greg who, after recently being divorced and then fired, meets the mysterious Isabel, a woman living on the streets and convinced that the polluted, broken world around them is a computer simulat...",5.3,18749,R,"Drama,Romance,Sci-Fi","alternative,mind bending,drug addiction,divorce,roller skating"
Baby: Secret of the Lost Legend,1985-03-22,"A paleontologist and her husband discover a mother and baby brontosaurus in Africa, and try to protect them from a group of hunters intent on capturing the dinosaurs.",5.1,3386,PG,"Adventure,Family,Sci-Fi","dinosaur,africa,dinosaur adventure,jungle adventure,professor"
The Lost Aviator,2014-10-16,"Set in the Golden Age of Aviation, Andrew Lancaster follows the life and times of his great uncle, Captain Bill Lancaster. Against his family&apos;s wishes, he uncovers a fascinating tale of high adventures, obsession, a love triangle ...",7.4,50,Not Rated,"Documentary,Biography,Crime",
The Wild Blue Yonder,2007-06-15,"An alien narrates the story of his dying planet, his and his people&apos;s visits to Earth and Earth&apos;s man-made demise, while human astronauts attempt to find an alternate planet for surviving humans to live on.",6.1,3787,Not Rated,Sci-Fi,"space sci fi,found footage,astronaut,alien,wormhole"
Bad Medicine,1986-10-09,"Unable to gain acceptance into an American medical school, aspiring physician Jeff Marx studies abroad in a small Latin American medical program run by the country&apos;s dictator.",4.6,1401,M/12,Comedy,"two word title,medicine,medical examination,kindness,villager"
